1;1;3;-1;16;true;3,3,3
2;1;3;-1;16;false;3,2,3
3;1;3;-1;16;false;3,1,3
4;1;3;-1;16;false;3,0,3
5;1;3;-1;16;true;2,3,3
6;1;3;-1;16;true;2,2,3
7;1;3;-1;16;false;2,1,3
8;1;3;-1;16;false;2,0,3
9;1;3;-1;16;true;1,3,3
10;1;3;-1;16;true;1,2,3
11;1;3;-1;16;true;1,1,3
12;1;3;-1;16;false;1,0,3
13;1;3;-1;16;true;0,3,3
14;1;3;-1;16;true;0,2,3
15;1;3;-1;16;true;0,1,3
16;1;3;-1;16;true;0,0,3
18;2;3;8;1;true;1,2,3
20;3;3;3;1;true;1,2,3
22;1;4;-1;64;true;3,3,3,3
23;1;4;-1;64;false;3,3,2,3
24;1;4;-1;64;false;3,3,1,3
25;1;4;-1;64;false;3,3,0,3
26;1;4;-1;64;false;3,2,3,3
27;1;4;-1;64;false;3,2,2,3
28;1;4;-1;64;false;3,2,1,3
29;1;4;-1;64;false;3,2,0,3
30;1;4;-1;64;false;3,1,3,3
31;1;4;-1;64;false;3,1,2,3
32;1;4;-1;64;false;3,1,1,3
33;1;4;-1;64;false;3,1,0,3
34;1;4;-1;64;false;3,0,3,3
35;1;4;-1;64;false;3,0,2,3
36;1;4;-1;64;false;3,0,1,3
37;1;4;-1;64;false;3,0,0,3
38;1;4;-1;64;true;2,3,3,3
39;1;4;-1;64;false;2,3,2,3
40;1;4;-1;64;false;2,3,1,3
41;1;4;-1;64;false;2,3,0,3
42;1;4;-1;64;true;2,2,3,3
43;1;4;-1;64;true;2,2,2,3
44;1;4;-1;64;false;2,2,1,3
45;1;4;-1;64;false;2,2,0,3
46;1;4;-1;64;false;2,1,3,3
47;1;4;-1;64;false;2,1,2,3
48;1;4;-1;64;false;2,1,1,3
49;1;4;-1;64;false;2,1,0,3
50;1;4;-1;64;false;2,0,3,3
51;1;4;-1;64;false;2,0,2,3
52;1;4;-1;64;false;2,0,1,3
53;1;4;-1;64;false;2,0,0,3
54;1;4;-1;64;true;1,3,3,3
55;1;4;-1;64;false;1,3,2,3
56;1;4;-1;64;false;1,3,1,3
57;1;4;-1;64;false;1,3,0,3
58;1;4;-1;64;true;1,2,3,3
59;1;4;-1;64;true;1,2,2,3
60;1;4;-1;64;false;1,2,1,3
61;1;4;-1;64;false;1,2,0,3
62;1;4;-1;64;true;1,1,3,3
63;1;4;-1;64;true;1,1,2,3
64;1;4;-1;64;true;1,1,1,3
65;1;4;-1;64;false;1,1,0,3
66;1;4;-1;64;false;1,0,3,3
67;1;4;-1;64;false;1,0,2,3
68;1;4;-1;64;false;1,0,1,3
69;1;4;-1;64;false;1,0,0,3
70;1;4;-1;64;true;0,3,3,3
71;1;4;-1;64;false;0,3,2,3
72;1;4;-1;64;false;0,3,1,3
73;1;4;-1;64;false;0,3,0,3
74;1;4;-1;64;true;0,2,3,3
75;1;4;-1;64;true;0,2,2,3
76;1;4;-1;64;false;0,2,1,3
77;1;4;-1;64;false;0,2,0,3
78;1;4;-1;64;true;0,1,3,3
79;1;4;-1;64;true;0,1,2,3
80;1;4;-1;64;true;0,1,1,3
81;1;4;-1;64;false;0,1,0,3
82;1;4;-1;64;true;0,0,3,3
83;1;4;-1;64;true;0,0,2,3
84;1;4;-1;64;true;0,0,1,3
85;1;4;-1;64;true;0,0,0,3
87;2;4;12;1;true;1,1,2,3
89;3;4;8;1;true;1,1,2,3
91;1;5;4;1;true;1,1,2,2,3
93;2;5;17;1;true;1,1,2,3,3
95;3;5;8;4;true;1,1,2,2,3
96;3;5;8;4;false;1,1,2,1,3
97;3;5;8;4;false;1,1,2,0,3
98;3;5;8;4;false;1,1,0,2,3
100;1;6;5;1;false;1,1,2,1,2,3
102;2;6;21;1;true;1,1,2,2,3,3
104;3;6;12;1;true;1,1,2,2,3,3
106;1;7;5;1;false;1,1,2,1,2,0,3
108;2;7;26;1;true;1,1,2,2,3,3,3
110;3;7;14;2;false;1,1,2,1,2,3,3
111;3;7;14;2;true;1,1,1,2,2,3,3
113;1;8;5;3;true;0,1,1,1,2,2,2,3
114;1;8;5;3;false;0,1,1,1,2,1,2,3
115;1;8;5;3;true;0,1,1,1,1,2,2,3
117;2;8;28;1;true;1,1,2,2,3,3,3,3
119;3;8;15;2;false;1,1,2,1,2,3,3,3
120;3;8;15;2;true;1,1,1,2,2,3,3,3
122;1;9;6;1;true;0,1,1,1,1,2,2,2,3
124;2;9;28;1;false;1,1,2,0,2,3,3,3,3
126;3;9;15;5;false;1,1,2,1,2,3,3,2,3
127;3;9;15;5;false;1,1,2,1,2,3,3,0,3
128;3;9;15;5;false;1,1,1,2,2,3,3,2,3
129;3;9;15;5;false;1,1,1,2,2,3,3,0,3
130;3;9;15;5;false;1,1,0,2,1,2,3,3,3
132;1;10;7;1;true;0,1,1,1,1,2,2,2,3,3
134;2;10;30;2;false;1,1,2,0,2,3,3,2,3,3
135;2;10;30;2;false;1,1,2,0,2,3,2,3,3,3
137;3;10;16;1;false;1,1,0,2,1,2,3,2,3,3
139;1;11;7;9;false;0,1,1,1,1,2,2,2,3,2,3
140;1;11;7;9;false;0,1,1,1,1,2,2,2,3,1,3
141;1;11;7;9;false;0,1,1,1,1,2,2,2,3,0,3
142;1;11;7;9;true;0,1,1,1,1,2,2,2,2,3,3
143;1;11;7;9;false;0,1,1,1,1,2,2,2,1,3,3
144;1;11;7;9;false;0,1,1,1,1,2,2,2,0,3,3
145;1;11;7;9;false;0,1,1,1,1,2,2,1,2,3,3
146;1;11;7;9;false;0,1,1,1,1,2,2,0,2,3,3
147;1;11;7;9;false;0,1,1,1,1,2,1,2,2,3,3
149;2;11;32;2;false;1,1,2,0,1,2,3,2,3,3,3
150;2;11;32;2;false;1,1,0,2,1,2,3,2,3,3,3
152;3;11;18;1;false;0,1,1,1,1,2,2,3,2,3,3
154;1;12;8;2;false;0,1,1,1,1,2,2,1,2,2,3,3
155;1;12;8;2;false;0,1,1,1,1,2,1,2,2,2,3,3
157;2;12;34;3;false;1,1,2,0,1,2,3,2,3,3,3,3
158;2;12;34;3;false;1,1,0,2,1,2,3,2,3,3,3,3
159;2;12;34;3;true;0,1,1,1,1,2,2,2,3,3,3,3
161;3;12;19;1;false;0,1,1,1,1,2,1,2,2,3,3,3
163;1;13;8;11;false;0,1,1,1,1,2,2,1,2,3,2,2,3
164;1;13;8;11;false;0,1,1,1,1,2,2,1,2,2,3,2,3
165;1;13;8;11;false;0,1,1,1,1,2,2,1,2,2,3,1,3
166;1;13;8;11;false;0,1,1,1,1,2,2,1,2,2,3,0,3
167;1;13;8;11;false;0,1,1,1,1,2,2,1,0,2,2,3,3
168;1;13;8;11;false;0,1,1,1,1,2,1,2,2,3,2,2,3
169;1;13;8;11;false;0,1,1,1,1,2,1,2,2,2,3,2,3
170;1;13;8;11;false;0,1,1,1,1,2,1,2,2,2,3,1,3
171;1;13;8;11;false;0,1,1,1,1,2,1,2,2,2,3,0,3
172;1;13;8;11;false;0,1,0,1,1,1,1,2,2,2,2,3,3
173;1;13;8;11;true;0,0,1,1,1,1,1,2,2,2,2,3,3
175;2;13;37;1;true;0,1,1,1,1,2,2,2,3,3,3,3,3
177;3;13;20;1;false;0,1,1,1,1,2,1,2,2,3,3,3,3
179;1;14;8;39;false;0,1,1,1,1,2,2,1,2,2,3,0,2,3
180;1;14;8;39;false;0,1,1,1,1,2,2,1,2,2,3,0,1,3
181;1;14;8;39;false;0,1,1,1,1,2,2,1,2,2,3,0,0,3
182;1;14;8;39;false;0,1,1,1,1,2,2,1,2,0,3,2,2,3
183;1;14;8;39;false;0,1,1,1,1,2,2,1,0,2,2,3,2,3
184;1;14;8;39;false;0,1,1,1,1,2,2,1,0,2,2,3,1,3
185;1;14;8;39;false;0,1,1,1,1,2,2,1,0,2,2,3,0,3
186;1;14;8;39;false;0,1,1,1,1,2,1,2,2,2,3,0,2,3
187;1;14;8;39;false;0,1,1,1,1,2,1,2,2,2,3,0,1,3
188;1;14;8;39;false;0,1,1,1,1,2,1,2,2,2,3,0,0,3
189;1;14;8;39;false;0,1,1,1,1,2,1,2,2,0,3,2,2,3
190;1;14;8;39;false;0,1,1,1,0,2,1,1,2,1,2,2,3,3
191;1;14;8;39;false;0,1,1,0,1,1,2,1,1,2,2,2,3,3
192;1;14;8;39;false;0,1,1,0,1,1,1,2,1,2,2,2,3,3
193;1;14;8;39;false;0,1,0,1,1,1,2,1,1,2,2,2,3,3
194;1;14;8;39;false;0,1,0,1,1,1,1,2,2,2,2,3,2,3
195;1;14;8;39;false;0,1,0,1,1,1,1,2,2,2,2,3,1,3
196;1;14;8;39;false;0,1,0,1,1,1,1,2,2,2,2,3,0,3
197;1;14;8;39;false;0,1,0,1,1,1,1,2,2,2,1,2,3,3
198;1;14;8;39;false;0,1,0,1,1,1,1,2,2,2,0,2,3,3
